timestamp,campus_id,meter_id,consumption
2025-01-01 00:00:00,1,1,8.473
2025-01-01 01:00:00,1,1,7.57
2025-01-01 02:00:00,1,1,7.986
2025-01-01 03:00:00,1,1,6.21
2025-01-01 04:00:00,1,1,7.543
2025-01-01 05:00:00,1,1,7.228
2025-01-01 06:00:00,1,1,6.67
2025-01-01 07:00:00,1,1,7.372
2025-01-01 08:00:00,1,1,30.464
2025-01-01 09:00:00,1,1,21.155
2025-01-01 10:00:00,1,1,27.719
2025-01-01 11:00:00,1,1,28.849
2025-01-01 12:00:00,1,1,30.05
2025-01-01 13:00:00,1,1,26.505
2025-01-01 14:00:00,1,1,24.875
2025-01-01 15:00:00,1,1,25.164
2025-01-01 16:00:00,1,1,24.052
2025-01-01 17:00:00,1,1,24.005
2025-01-01 18:00:00,1,1,26.985
2025-01-01 19:00:00,1,1,7.968
2025-01-01 20:00:00,1,1,7.688
2025-01-01 21:00:00,1,1,7.977
2025-01-01 22:00:00,1,1,9.024
2025-01-01 23:00:00,1,1,8.257
2025-01-02 00:00:00,1,1,8.24
2025-01-02 01:00:00,1,1,7.33
2025-01-02 02:00:00,1,1,8.278
2025-01-02 03:00:00,1,1,8.301
2025-01-02 04:00:00,1,1,7.877
2025-01-02 05:00:00,1,1,8.033
2025-01-02 06:00:00,1,1,7.669
2025-01-02 07:00:00,1,1,8.057
2025-01-02 08:00:00,1,1,22.029
2025-01-02 09:00:00,1,1,28.297
2025-01-02 10:00:00,1,1,22.681
2025-01-02 11:00:00,1,1,28.745
2025-01-02 12:00:00,1,1,26.263
2025-01-02 13:00:00,1,1,25.627
2025-01-02 14:00:00,1,1,26.768
2025-01-02 15:00:00,1,1,22.316
2025-01-02 16:00:00,1,1,29.449
2025-01-02 17:00:00,1,1,29.741
2025-01-02 18:00:00,1,1,26.122
2025-01-02 19:00:00,1,1,6.332
2025-01-02 20:00:00,1,1,8.249
2025-01-02 21:00:00,1,1,6.111
2025-01-02 22:00:00,1,1,6.151
2025-01-02 23:00:00,1,1,6.731
2025-01-03 00:00:00,1,1,6.434
2025-01-03 01:00:00,1,1,7.301
2025-01-03 02:00:00,1,1,6.26
2025-01-03 03:00:00,1,1,8.696
2025-01-03 04:00:00,1,1,7.278
2025-01-03 05:00:00,1,1,8.291
2025-01-03 06:00:00,1,1,7.681
2025-01-03 07:00:00,1,1,7.355
2025-01-03 08:00:00,1,1,24.106
2025-01-03 09:00:00,1,1,28.702
2025-01-03 10:00:00,1,1,23.395
2025-01-03 11:00:00,1,1,24.234
2025-01-03 12:00:00,1,1,27.543
2025-01-03 13:00:00,1,1,27.433
2025-01-03 14:00:00,1,1,21.031
2025-01-03 15:00:00,1,1,21.823
2025-01-03 16:00:00,1,1,21.461
2025-01-03 17:00:00,1,1,25.078
2025-01-03 18:00:00,1,1,29.627
2025-01-03 19:00:00,1,1,6.192
2025-01-03 20:00:00,1,1,7.118
2025-01-03 21:00:00,1,1,6.597
2025-01-03 22:00:00,1,1,7.748
2025-01-03 23:00:00,1,1,7.082
2025-01-04 00:00:00,1,1,7.52
2025-01-04 01:00:00,1,1,8.817
2025-01-04 02:00:00,1,1,7.211
2025-01-04 03:00:00,1,1,7.474
2025-01-04 04:00:00,1,1,9.0
2025-01-04 05:00:00,1,1,6.952
2025-01-04 06:00:00,1,1,6.387
2025-01-04 07:00:00,1,1,6.892
2025-01-04 08:00:00,1,1,23.537
2025-01-04 09:00:00,1,1,27.23
2025-01-04 10:00:00,1,1,25.629
2025-01-04 11:00:00,1,1,25.54
2025-01-04 12:00:00,1,1,28.542
2025-01-04 13:00:00,1,1,27.77
2025-01-04 14:00:00,1,1,27.558
2025-01-04 15:00:00,1,1,21.523
2025-01-04 16:00:00,1,1,28.187
2025-01-04 17:00:00,1,1,22.932
2025-01-04 18:00:00,1,1,27.309
2025-01-04 19:00:00,1,1,6.986
2025-01-04 20:00:00,1,1,6.175
2025-01-04 21:00:00,1,1,7.617
2025-01-04 22:00:00,1,1,6.761
2025-01-04 23:00:00,1,1,6.533
2025-01-05 00:00:00,1,1,8.444
2025-01-05 01:00:00,1,1,8.087
2025-01-05 02:00:00,1,1,6.23
2025-01-05 03:00:00,1,1,6.925
2025-01-05 04:00:00,1,1,6.391
2025-01-05 05:00:00,1,1,7.147
2025-01-05 06:00:00,1,1,8.356
2025-01-05 07:00:00,1,1,8.014
2025-01-05 08:00:00,1,1,26.288
2025-01-05 09:00:00,1,1,26.164
2025-01-05 10:00:00,1,1,24.184
2025-01-05 11:00:00,1,1,30.267
2025-01-05 12:00:00,1,1,22.405
2025-01-05 13:00:00,1,1,23.356
2025-01-05 14:00:00,1,1,22.793
2025-01-05 15:00:00,1,1,24.362
2025-01-05 16:00:00,1,1,25.679
2025-01-05 17:00:00,1,1,23.132
2025-01-05 18:00:00,1,1,28.395
2025-01-05 19:00:00,1,1,8.095
2025-01-05 20:00:00,1,1,8.588
2025-01-05 21:00:00,1,1,8.199
2025-01-05 22:00:00,1,1,7.304
2025-01-05 23:00:00,1,1,8.419
2025-01-06 00:00:00,1,1,7.388
2025-01-06 01:00:00,1,1,6.575
2025-01-06 02:00:00,1,1,6.479
2025-01-06 03:00:00,1,1,6.708
2025-01-06 04:00:00,1,1,6.186
2025-01-06 05:00:00,1,1,6.846
2025-01-06 06:00:00,1,1,6.258
2025-01-06 07:00:00,1,1,6.481
2025-01-06 08:00:00,1,1,27.689
2025-01-06 09:00:00,1,1,28.579
2025-01-06 10:00:00,1,1,27.04
2025-01-06 11:00:00,1,1,23.344
2025-01-06 12:00:00,1,1,24.303
2025-01-06 13:00:00,1,1,28.629
2025-01-06 14:00:00,1,1,29.233
2025-01-06 15:00:00,1,1,28.157
2025-01-06 16:00:00,1,1,27.768
2025-01-06 17:00:00,1,1,22.448
2025-01-06 18:00:00,1,1,30.453
2025-01-06 19:00:00,1,1,6.815
2025-01-06 20:00:00,1,1,7.219
2025-01-06 21:00:00,1,1,7.244
2025-01-06 22:00:00,1,1,8.335
2025-01-06 23:00:00,1,1,8.322
2025-01-07 00:00:00,1,1,8.527
2025-01-07 01:00:00,1,1,6.766
2025-01-07 02:00:00,1,1,6.763
2025-01-07 03:00:00,1,1,6.838
2025-01-07 04:00:00,1,1,8.896
2025-01-07 05:00:00,1,1,8.622
2025-01-07 06:00:00,1,1,6.106
2025-01-07 07:00:00,1,1,7.505
2025-01-07 08:00:00,1,1,24.894
2025-01-07 09:00:00,1,1,26.498
2025-01-07 10:00:00,1,1,22.381
2025-01-07 11:00:00,1,1,20.372
2025-01-07 12:00:00,1,1,25.47
2025-01-07 13:00:00,1,1,28.551
2025-01-07 14:00:00,1,1,23.91
2025-01-07 15:00:00,1,1,29.831
2025-01-07 16:00:00,1,1,26.201
2025-01-07 17:00:00,1,1,30.344
2025-01-07 18:00:00,1,1,24.599
2025-01-07 19:00:00,1,1,8.042
2025-01-07 20:00:00,1,1,7.393
2025-01-07 21:00:00,1,1,7.644
2025-01-07 22:00:00,1,1,7.247
2025-01-07 23:00:00,1,1,7.766
2025-01-08 00:00:00,1,1,7.258
2025-01-08 01:00:00,1,1,8.035
2025-01-08 02:00:00,1,1,8.647
2025-01-08 03:00:00,1,1,9.144
2025-01-08 04:00:00,1,1,7.479
2025-01-08 05:00:00,1,1,6.306
2025-01-08 06:00:00,1,1,6.191
2025-01-08 07:00:00,1,1,7.055
2025-01-08 08:00:00,1,1,28.085
2025-01-08 09:00:00,1,1,24.587
2025-01-08 10:00:00,1,1,25.993
2025-01-08 11:00:00,1,1,21.061
2025-01-08 12:00:00,1,1,24.054
2025-01-08 13:00:00,1,1,27.625
2025-01-08 14:00:00,1,1,30.42
2025-01-08 15:00:00,1,1,28.775
2025-01-08 16:00:00,1,1,29.074
2025-01-08 17:00:00,1,1,30.018
2025-01-08 18:00:00,1,1,30.216
2025-01-08 19:00:00,1,1,8.66
2025-01-08 20:00:00,1,1,8.237
2025-01-08 21:00:00,1,1,7.423
2025-01-08 22:00:00,1,1,6.682
2025-01-08 23:00:00,1,1,6.731
2025-01-09 00:00:00,1,1,8.86
2025-01-09 01:00:00,1,1,6.609
