timestamp,campus_id,meter_id,consumption
2025-01-01 00:00:00,1,1,0.68
2025-01-01 01:00:00,1,1,9.82
2025-01-01 02:00:00,1,1,1.13
2025-01-01 03:00:00,1,1,5.1
2025-01-01 04:00:00,1,1,1.66
2025-01-01 05:00:00,1,1,0.85
2025-01-01 06:00:00,1,1,17.44
2025-01-01 07:00:00,1,1,36.44
2025-01-01 08:00:00,1,1,25.3
2025-01-01 09:00:00,1,1,23.84
2025-01-01 10:00:00,1,1,7.38
2025-01-01 11:00:00,1,1,23.18
2025-01-01 12:00:00,1,1,2.06
2025-01-01 13:00:00,1,1,10.45
2025-01-01 14:00:00,1,1,5.43
2025-01-01 15:00:00,1,1,17.29
2025-01-01 16:00:00,1,1,2.1
2025-01-01 17:00:00,1,1,23.35
2025-01-01 18:00:00,1,1,7.13
2025-01-01 19:00:00,1,1,6.51
2025-01-01 20:00:00,1,1,1.21
2025-01-01 21:00:00,1,1,18.84
2025-01-01 22:00:00,1,1,6.0
2025-01-01 23:00:00,1,1,28.9
2025-01-02 00:00:00,1,1,6.24
2025-01-02 01:00:00,1,1,11.13
2025-01-02 02:00:00,1,1,16.74
2025-01-02 03:00:00,1,1,0.78
2025-01-02 04:00:00,1,1,3.71
2025-01-02 05:00:00,1,1,6.55
2025-01-02 06:00:00,1,1,12.33
2025-01-02 07:00:00,1,1,8.32
2025-01-02 08:00:00,1,1,11.0
2025-01-02 09:00:00,1,1,7.89
2025-01-02 10:00:00,1,1,14.87
2025-01-02 11:00:00,1,1,18.75
2025-01-02 12:00:00,1,1,25.89
2025-01-02 13:00:00,1,1,4.96
2025-01-02 14:00:00,1,1,9.04
2025-01-02 15:00:00,1,1,1.34
2025-01-02 16:00:00,1,1,2.15
2025-01-02 17:00:00,1,1,0.17
2025-01-02 18:00:00,1,1,4.42
2025-01-02 19:00:00,1,1,18.74
2025-01-02 20:00:00,1,1,8.75
2025-01-02 21:00:00,1,1,9.75
2025-01-02 22:00:00,1,1,3.42
2025-01-02 23:00:00,1,1,18.79
2025-01-03 00:00:00,1,1,13.86
2025-01-03 01:00:00,1,1,9.2
2025-01-03 02:00:00,1,1,24.84
2025-01-03 03:00:00,1,1,5.62
2025-01-03 04:00:00,1,1,7.79
2025-01-03 05:00:00,1,1,6.08
2025-01-03 06:00:00,1,1,0.73
2025-01-03 07:00:00,1,1,8.66
2025-01-03 08:00:00,1,1,2.71
2025-01-03 09:00:00,1,1,8.83
2025-01-03 10:00:00,1,1,36.24
2025-01-03 11:00:00,1,1,2.47
2025-01-03 12:00:00,1,1,13.78
2025-01-03 13:00:00,1,1,4.08
2025-01-03 14:00:00,1,1,11.65
2025-01-03 15:00:00,1,1,2.15
2025-01-03 16:00:00,1,1,32.51
2025-01-03 17:00:00,1,1,6.47
2025-01-03 18:00:00,1,1,3.3
2025-01-03 19:00:00,1,1,14.11
2025-01-03 20:00:00,1,1,6.48
2025-01-03 21:00:00,1,1,6.24
2025-01-03 22:00:00,1,1,3.76
2025-01-03 23:00:00,1,1,33.09
2025-01-04 00:00:00,1,1,4.02
2025-01-04 01:00:00,1,1,13.16
2025-01-04 02:00:00,1,1,31.37
2025-01-04 03:00:00,1,1,0.45
2025-01-04 04:00:00,1,1,7.32
2025-01-04 05:00:00,1,1,2.22
2025-01-04 06:00:00,1,1,1.41
2025-01-04 07:00:00,1,1,3.68
2025-01-04 08:00:00,1,1,0.54
2025-01-04 09:00:00,1,1,0.03
2025-01-04 10:00:00,1,1,3.87
2025-01-04 11:00:00,1,1,31.52
2025-01-04 12:00:00,1,1,6.08
2025-01-04 13:00:00,1,1,2.77
2025-01-04 14:00:00,1,1,3.86
2025-01-04 15:00:00,1,1,7.57
2025-01-04 16:00:00,1,1,2.73
2025-01-04 17:00:00,1,1,8.1
