campus_id,meter_id,timestamp,consumption,demand_kW,demand_kVA
1,999,2025-01-01 00:00:00,31.897,28.71,30.3
1,999,2025-01-01 01:00:00,32.745,29.47,31.11
1,999,2025-01-01 02:00:00,32.144999999999996,28.93,30.54
1,999,2025-01-01 03:00:00,30.508000000000003,27.46,28.98
1,999,2025-01-01 04:00:00,31.905,28.71,30.31
1,999,2025-01-01 05:00:00,32.033,28.83,30.43
1,999,2025-01-01 06:00:00,27.664,24.9,26.28
1,999,2025-01-01 07:00:00,31.588,28.43,30.01
1,999,2025-01-01 08:00:00,115.807,104.23,110.02
1,999,2025-01-01 09:00:00,91.53,82.38,86.95
1,999,2025-01-01 10:00:00,104.52,94.07,99.29
1,999,2025-01-01 11:00:00,107.036,96.33,101.68
1,999,2025-01-01 12:00:00,100.28200000000001,90.25,95.27
1,999,2025-01-01 13:00:00,97.428,87.69,92.56
1,999,2025-01-01 14:00:00,102.007,91.81,96.91
1,999,2025-01-01 15:00:00,111.25999999999999,100.13,105.7
1,999,2025-01-01 16:00:00,102.608,92.35,97.48
1,999,2025-01-01 17:00:00,100.172,90.15,95.16
1,999,2025-01-01 18:00:00,110.164,99.15,104.66
1,999,2025-01-01 19:00:00,30.093000000000004,27.08,28.59
1,999,2025-01-01 20:00:00,32.235,29.01,30.62
1,999,2025-01-01 21:00:00,30.106,27.1,28.6
1,999,2025-01-01 22:00:00,31.817,28.64,30.23
1,999,2025-01-01 23:00:00,32.099000000000004,28.89,30.49
1,999,2025-01-02 00:00:00,30.887,27.8,29.34
1,999,2025-01-02 01:00:00,32.07,28.86,30.47
1,999,2025-01-02 02:00:00,33.368,30.03,31.7
1,999,2025-01-02 03:00:00,33.013000000000005,29.71,31.36
1,999,2025-01-02 04:00:00,29.164,26.25,27.71
1,999,2025-01-02 05:00:00,31.564999999999998,28.41,29.99
1,999,2025-01-02 06:00:00,29.274,26.35,27.81
1,999,2025-01-02 07:00:00,28.192,25.37,26.78
1,999,2025-01-02 08:00:00,95.006,85.51,90.26
1,999,2025-01-02 09:00:00,107.87,97.08,102.48
1,999,2025-01-02 10:00:00,92.031,82.83,87.43
1,999,2025-01-02 11:00:00,118.731,106.86,112.79
1,999,2025-01-02 12:00:00,106.39099999999999,95.75,101.07
1,999,2025-01-02 13:00:00,96.841,87.16,92.0
1,999,2025-01-02 14:00:00,101.07900000000001,90.97,96.03
1,999,2025-01-02 15:00:00,96.029,86.43,91.23
1,999,2025-01-02 16:00:00,107.93,97.14,102.53
1,999,2025-01-02 17:00:00,107.646,96.88,102.26
1,999,2025-01-02 18:00:00,107.421,96.68,102.05
1,999,2025-01-02 19:00:00,30.096,27.09,28.59
1,999,2025-01-02 20:00:00,30.495,27.45,28.97
1,999,2025-01-02 21:00:00,29.554,26.6,28.08
1,999,2025-01-02 22:00:00,30.794,27.71,29.25
1,999,2025-01-02 23:00:00,30.4,27.36,28.88
1,999,2025-01-03 00:00:00,27.633,24.87,26.25
1,999,2025-01-03 01:00:00,29.889,26.9,28.39
1,999,2025-01-03 02:00:00,32.259,29.03,30.65
1,999,2025-01-03 03:00:00,32.135000000000005,28.92,30.53
1,999,2025-01-03 04:00:00,30.846,27.76,29.3
1,999,2025-01-03 05:00:00,32.028,28.83,30.43
1,999,2025-01-03 06:00:00,32.59,29.33,30.96
1,999,2025-01-03 07:00:00,27.422,24.68,26.05
1,999,2025-01-03 08:00:00,100.771,90.69,95.73
1,999,2025-01-03 09:00:00,107.34,96.61,101.97
1,999,2025-01-03 10:00:00,105.716,95.14,100.43
1,999,2025-01-03 11:00:00,102.88,92.59,97.74
1,999,2025-01-03 12:00:00,102.769,92.49,97.63
1,999,2025-01-03 13:00:00,99.42699999999999,89.48,94.46
1,999,2025-01-03 14:00:00,98.336,88.5,93.42
1,999,2025-01-03 15:00:00,107.123,96.41,101.77
1,999,2025-01-03 16:00:00,96.471,86.82,91.65
1,999,2025-01-03 17:00:00,98.697,88.83,93.76
1,999,2025-01-03 18:00:00,105.381,94.84,100.11
1,999,2025-01-03 19:00:00,30.295,27.27,28.78
1,999,2025-01-03 20:00:00,30.886,27.8,29.34
1,999,2025-01-03 21:00:00,28.815,25.93,27.37
1,999,2025-01-03 22:00:00,32.324,29.09,30.71
1,999,2025-01-03 23:00:00,32.134,28.92,30.53
1,999,2025-01-04 00:00:00,31.593,28.43,30.01
1,999,2025-01-04 01:00:00,28.318,25.49,26.9
1,999,2025-01-04 02:00:00,30.747,27.67,29.21
1,999,2025-01-04 03:00:00,28.45,25.6,27.03
1,999,2025-01-04 04:00:00,32.295,29.07,30.68
1,999,2025-01-04 05:00:00,30.39,27.35,28.87
1,999,2025-01-04 06:00:00,30.375,27.34,28.86
1,999,2025-01-04 07:00:00,26.948999999999998,24.25,25.6
1,999,2025-01-04 08:00:00,107.343,96.61,101.98
1,999,2025-01-04 09:00:00,100.0,90.0,95.0
1,999,2025-01-04 10:00:00,110.80799999999999,99.73,105.27
1,999,2025-01-04 11:00:00,104.859,94.37,99.62
1,999,2025-01-04 12:00:00,105.602,95.04,100.32
1,999,2025-01-04 13:00:00,109.806,98.83,104.32
1,999,2025-01-04 14:00:00,102.035,91.83,96.93
1,999,2025-01-04 15:00:00,111.65099999999998,100.49,106.07
1,999,2025-01-04 16:00:00,105.425,94.88,100.15
1,999,2025-01-04 17:00:00,98.17,88.35,93.26
1,999,2025-01-04 18:00:00,112.773,101.5,107.13
1,999,2025-01-04 19:00:00,30.517000000000003,27.47,28.99
1,999,2025-01-04 20:00:00,28.912,26.02,27.47
1,999,2025-01-04 21:00:00,30.011000000000003,27.01,28.51
1,999,2025-01-04 22:00:00,32.637,29.37,31.01
1,999,2025-01-04 23:00:00,26.812,24.13,25.47
1,999,2025-01-05 00:00:00,31.627000000000002,28.46,30.05
1,999,2025-01-05 01:00:00,29.121000000000002,26.21,27.66
1,999,2025-01-05 02:00:00,30.756999999999998,27.68,29.22
1,999,2025-01-05 03:00:00,28.046,25.24,26.64
1,999,2025-01-05 04:00:00,27.779,25.0,26.39
1,999,2025-01-05 05:00:00,29.002000000000002,26.1,27.55
1,999,2025-01-05 06:00:00,33.004999999999995,29.7,31.35
1,999,2025-01-05 07:00:00,28.586,25.73,27.16
1,999,2025-01-05 08:00:00,100.029,90.03,95.03
1,999,2025-01-05 09:00:00,115.784,104.21,109.99
1,999,2025-01-05 10:00:00,104.957,94.46,99.71
1,999,2025-01-05 11:00:00,114.917,103.43,109.17
1,999,2025-01-05 12:00:00,98.42500000000001,88.58,93.5
1,999,2025-01-05 13:00:00,98.44200000000001,88.6,93.52
1,999,2025-01-05 14:00:00,91.58,82.42,87.0
1,999,2025-01-05 15:00:00,101.225,91.1,96.16
1,999,2025-01-05 16:00:00,109.83500000000001,98.85,104.34
1,999,2025-01-05 17:00:00,98.24600000000001,88.42,93.33
1,999,2025-01-05 18:00:00,99.689,89.72,94.7
1,999,2025-01-05 19:00:00,32.232,29.01,30.62
1,999,2025-01-05 20:00:00,29.522,26.57,28.05
1,999,2025-01-05 21:00:00,33.644999999999996,30.28,31.96
1,999,2025-01-05 22:00:00,32.476,29.23,30.85
1,999,2025-01-05 23:00:00,31.682000000000002,28.51,30.1
1,999,2025-01-06 00:00:00,30.4,27.36,28.88
1,999,2025-01-06 01:00:00,26.398,23.76,25.08
1,999,2025-01-06 02:00:00,28.442999999999998,25.6,27.02
1,999,2025-01-06 03:00:00,28.214,25.39,26.8
1,999,2025-01-06 04:00:00,28.575,25.72,27.15
1,999,2025-01-06 05:00:00,30.009999999999998,27.01,28.51
1,999,2025-01-06 06:00:00,27.622999999999998,24.86,26.24
1,999,2025-01-06 07:00:00,31.981,28.78,30.38
1,999,2025-01-06 08:00:00,115.27,103.74,109.51
1,999,2025-01-06 09:00:00,97.80799999999999,88.03,92.92
1,999,2025-01-06 10:00:00,105.479,94.93,100.21
1,999,2025-01-06 11:00:00,98.30000000000001,88.47,93.38
1,999,2025-01-06 12:00:00,109.005,98.1,103.55
1,999,2025-01-06 13:00:00,110.519,99.47,104.99
1,999,2025-01-06 14:00:00,99.03399999999999,89.13,94.08
1,999,2025-01-06 15:00:00,111.997,100.8,106.4
1,999,2025-01-06 16:00:00,102.929,92.64,97.78
1,999,2025-01-06 17:00:00,98.275,88.45,93.36
1,999,2025-01-06 18:00:00,107.62700000000001,96.86,102.25
1,999,2025-01-06 19:00:00,28.411,25.57,26.99
1,999,2025-01-06 20:00:00,34.001000000000005,30.6,32.3
1,999,2025-01-06 21:00:00,29.747999999999998,26.77,28.26
1,999,2025-01-06 22:00:00,31.051000000000002,27.95,29.5
1,999,2025-01-06 23:00:00,33.393,30.05,31.72
1,999,2025-01-07 00:00:00,29.546999999999997,26.59,28.07
1,999,2025-01-07 01:00:00,31.655,28.49,30.07
1,999,2025-01-07 02:00:00,32.146,28.93,30.54
1,999,2025-01-07 03:00:00,28.262999999999998,25.44,26.85
1,999,2025-01-07 04:00:00,32.97,29.67,31.32
1,999,2025-01-07 05:00:00,29.369,26.43,27.9
1,999,2025-01-07 06:00:00,30.189,27.17,28.68
1,999,2025-01-07 07:00:00,31.883000000000003,28.69,30.29
1,999,2025-01-07 08:00:00,96.842,87.16,92.0
1,999,2025-01-07 09:00:00,89.902,80.91,85.41
1,999,2025-01-07 10:00:00,100.769,90.69,95.73
1,999,2025-01-07 11:00:00,101.311,91.18,96.25
1,999,2025-01-07 12:00:00,106.03200000000001,95.43,100.73
1,999,2025-01-07 13:00:00,103.55799999999999,93.2,98.38
1,999,2025-01-07 14:00:00,104.234,93.81,99.02
1,999,2025-01-07 15:00:00,98.898,89.01,93.95
1,999,2025-01-07 16:00:00,101.162,91.05,96.1
1,999,2025-01-07 17:00:00,111.87299999999999,100.69,106.28
1,999,2025-01-07 18:00:00,106.244,95.62,100.93
1,999,2025-01-07 19:00:00,32.336,29.1,30.72
1,999,2025-01-07 20:00:00,28.605,25.74,27.17
1,999,2025-01-07 21:00:00,27.775,25.0,26.39
1,999,2025-01-07 22:00:00,32.884,29.6,31.24
1,999,2025-01-07 23:00:00,31.256,28.13,29.69
1,999,2025-01-08 00:00:00,32.417,29.18,30.8
1,999,2025-01-08 01:00:00,30.259999999999998,27.23,28.75
1,999,2025-01-08 02:00:00,32.091,28.88,30.49
1,999,2025-01-08 03:00:00,30.719,27.65,29.18
1,999,2025-01-08 04:00:00,30.852,27.77,29.31
1,999,2025-01-08 05:00:00,29.005000000000003,26.1,27.55
1,999,2025-01-08 06:00:00,31.853,28.67,30.26
1,999,2025-01-08 07:00:00,27.668,24.9,26.28
1,999,2025-01-08 08:00:00,102.1,91.89,96.99
1,999,2025-01-08 09:00:00,104.715,94.24,99.48
1,999,2025-01-08 10:00:00,94.472,85.02,89.75
1,999,2025-01-08 11:00:00,92.487,83.24,87.86
1,999,2025-01-08 12:00:00,110.332,99.3,104.82
1,999,2025-01-08 13:00:00,107.934,97.14,102.54
1,999,2025-01-08 14:00:00,110.233,99.21,104.72
